,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count,DOM_labels
1298,343914,864691136039746814,[208208 246064  19850],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,46.0,2598.0,33.0,2344.0,1
1301,405120,864691135373385928,[245056 228496  17150],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,37.0,2172.0,27.0,1952.0,1
1306,374213,864691135082156535,[225904 234544  22215],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,441.0,2021.0,377.0,1861.0,1
1310,500892,864691135373629513,[280048 241056  20555],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,53.0,1485.0,42.0,1386.0,1
1311,722156,864691135718472497,[379136 229104  24020],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,57.0,4265.0,31.0,3738.0,1
1324,374344,864691135589901323,[217984 231600  23955],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,26.0,2096.0,18.0,1884.0,1
1325,372211,864691136618740109,[222912 221344  22530],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,226.0,2101.0,184.0,1789.0,1
1327,531030,864691135865020892,[296688 205920  22457],2022-06-09 14:30:32.002707,L6,inhibitory,BC,990.0,2789.0,673.0,2417.0,1
1331,202799,864691135855651886,[138672 239200  18444],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,48.0,1991.0,37.0,1738.0,1
1338,595220,864691134988473722,[340672 235104  25228],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,20.0,1770.0,15.0,1533.0,1
1341,621103,864691136136650109,[350272 214768  16833],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,39.0,1439.0,28.0,1327.0,1
1343,434762,864691135807339549,[251936 209856  25647],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,60.0,2738.0,36.0,2177.0,1
1344,238230,864691136925331018,[151408 250560  19084],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,21.0,2879.0,12.0,2579.0,1
1346,762041,864691135396362529,[398896 206896  23657],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,3.0,100.0,3.0,81.0,1
1347,619201,864691135134716953,[351120 205072  16448],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,46.0,2115.0,31.0,1912.0,1
1348,400046,864691134988388218,[230480 204976  15381],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,108.0,1050.0,94.0,953.0,1
1349,501575,864691136056728024,[289328 227440  25292],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,20.0,1769.0,15.0,1604.0,1
1352,531042,864691135270005669,[298688 200976  21921],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,21.0,410.0,11.0,381.0,1
1353,530437,864691135687618708,[306080 207120  17882],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,16.0,2334.0,7.0,2111.0,1
1355,501129,864691136418656663,[286112 225840  22211],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,173.0,1590.0,144.0,1430.0,1
1357,437731,864691135739597972,[248256 246432  18591],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,40.0,2099.0,29.0,1891.0,1
1358,130490,864691135181787650,[114224 234672  22928],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,13.0,695.0,8.0,590.0,1
1360,204355,864691135848352862,[146672 251616  16114],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,15.0,508.0,10.0,465.0,1
1361,768577,864691135118127069,[395312 243616  24218],2022-06-09 14:30:32.002707,L6,inhibitory,BC,7.0,1503.0,7.0,1321.0,1
1362,129594,864691135699266594,[111568 235568  19010],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,48.0,1130.0,39.0,1016.0,1
1363,592009,864691135695997338,[340816 222608  15895],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,54.0,1261.0,36.0,1149.0,1
1367,669664,864691136945767135,[368432 204816  22699],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,70.0,2318.0,57.0,1966.0,1
1369,717148,864691136938367967,[390624 224176  23638],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,112.0,1115.0,85.0,964.0,1
1372,592258,864691135099874080,[334544 222064  17507],2022-06-09 14:30:32.002707,L6,inhibitory,BC,1798.0,10937.0,1149.0,9548.0,1
1385,672908,864691135461054916,[366608 224880  22695],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,44.0,1835.0,31.0,1669.0,1
1386,404558,864691136209030076,[236848 235168  15290],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,55.0,1101.0,41.0,996.0,1
1389,405519,864691134917688074,[237552 232032  19026],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,486.0,3586.0,434.0,3256.0,1
1403,563737,864691135703874452,[316496 217664  16711],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,37.0,2105.0,25.0,1930.0,1
1410,621409,864691135986168739,[358672 219984  18464],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,34.0,1950.0,20.0,1807.0,1
1419,405965,864691135383212011,[236880 228320  22169],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,523.0,2086.0,454.0,1910.0,1
1423,620134,864691135777480125,[344032 204592  24249],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,11.0,2545.0,6.0,2318.0,1
1427,499596,864691135739993492,[282080 213632  24431],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,193.0,2969.0,168.0,2515.0,1
1434,273372,864691135753731533,[174864 254448  19296],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,263.0,1992.0,217.0,1822.0,1
1438,622012,864691135501871938,[350880 218672  22012],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,36.0,1890.0,24.0,1666.0,1
1442,566597,864691135544396328,[313280 239728  25146],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,82.0,2864.0,58.0,2532.0,1
1443,673302,864691135679423218,[369472 219136  26099],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,112.0,3356.0,86.0,2922.0,1
1445,620258,864691136811870579,[352768 207472  25184],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,327.0,2131.0,279.0,1830.0,1
1448,308947,864691135256385711,[183248 246192  21797],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,478.0,1609.0,402.0,1475.0,1
1460,374486,864691135564987991,[225184 227056  24718],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,107.0,2715.0,89.0,2316.0,1
1466,129197,864691135807286045,[108048 228624  16857],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,30.0,1324.0,25.0,1185.0,1
1470,466982,864691136875954286,[277760 212640  25955],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,44.0,1722.0,40.0,1498.0,1
1472,339322,864691136136620669,[202736 223264  18211],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,49.0,1907.0,38.0,1707.0,1
1473,340010,864691136099892853,[200048 218944  23209],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,109.0,876.0,93.0,775.0,1
1478,204664,864691135538466674,[144640 244976  17422],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,15.0,2050.0,10.0,1866.0,1
1484,500672,864691135807339293,[290192 225632  19230],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,98.0,2073.0,83.0,1921.0,1
1485,204316,864691136911659249,[144832 249648  16172],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,63.0,1250.0,54.0,1122.0,1
1487,436434,864691135815867471,[250832 234368  23976],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,25.0,1774.0,18.0,1659.0,1
1494,433726,864691136871917678,[251920 215440  17780],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,73.0,2069.0,62.0,1877.0,1
1497,404154,864691136089366327,[243120 217632  23899],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,73.0,2710.0,59.0,2392.0,1
1498,566214,864691134964454175,[318816 230448  21978],2022-06-09 14:30:32.002707,L6,inhibitory,BC,346.0,3904.0,239.0,3376.0,1
1499,342693,864691135941503092,[198544 240704  26742],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,16.0,1200.0,8.0,1039.0,1
1500,500601,864691135777486269,[294784 225840  18262],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,336.0,3769.0,255.0,3333.0,1
1502,336916,864691135800156258,[204560 208480  16665],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,57.0,2637.0,45.0,2386.0,1
1504,468687,864691135609427463,[273488 226640  24040],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,23.0,1796.0,21.0,1632.0,1
1509,500617,864691135994552234,[281200 230256  19204],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,89.0,1877.0,59.0,1736.0,1
1511,170797,864691135864074622,[121856 254208  15249],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,49.0,582.0,41.0,503.0,1
1512,532200,864691135472058674,[297936 212704  19483],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,23.0,1972.0,16.0,1837.0,1
1515,564423,864691135212713088,[327376 221200  20803],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,19.0,1506.0,11.0,1374.0,1
1517,466571,864691135617745039,[271744 215264  23457],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,77.0,2728.0,59.0,2387.0,1
1519,273373,864691137197434689,[175008 244800  19236],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,65.0,1837.0,50.0,1666.0,1
1522,203677,864691135396755745,[144688 237616  24879],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,234.0,398.0,205.0,358.0,1
1529,405595,864691135491241055,[232144 229696  19793],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,126.0,2102.0,114.0,1905.0,1
1530,81097,864691135638981947,[ 88992 220128  16155],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,5.0,75.0,1.0,49.0,1
1538,533055,864691135969228389,[297200 219616  23773],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,62.0,3543.0,36.0,3004.0,1
1543,205334,864691136065748099,[134544 256464  22391],2022-06-09 14:30:32.002707,L6,inhibitory,BC,444.0,1863.0,381.0,1633.0,1
1563,202182,864691136010956707,[141632 239504  15401],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,26.0,891.0,22.0,805.0,1
1565,566590,864691136008573102,[311312 239808  24928],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,34.0,1882.0,27.0,1733.0,1
1572,341383,864691135347608818,[209824 238928  17366],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,1000.0,2014.0,754.0,1848.0,1
1574,339021,864691135909736873,[197120 212656  17138],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,79.0,2220.0,63.0,2029.0,1
1591,470228,864691136020244984,[271072 250224  19601],2022-06-09 14:30:32.002707,L6,inhibitory,BC,681.0,8349.0,578.0,6501.0,1
1599,532663,864691135386391169,[299504 214944  21099],2022-06-09 14:30:32.002707,L6,inhibitory,5P-NP,5.0,692.0,3.0,636.0,1
1602,500734,864691135809515980,[278880 236592  19765],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,93.0,1512.0,77.0,1375.0,1
1604,404501,864691135575532062,[230064 234128  15570],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,10.0,1435.0,5.0,1292.0,1
1606,563658,864691136739179118,[320432 220176  15910],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,28.0,1435.0,12.0,1308.0,1
1608,236006,864691136388269431,[159040 229472  17703],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,116.0,1832.0,105.0,1684.0,1
1611,564805,864691135999415242,[324496 220512  23757],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,38.0,3243.0,23.0,2946.0,1
1613,436625,864691134917799946,[251984 229232  25191],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,12.0,1986.0,5.0,1779.0,1
1614,621326,864691135012383478,[359744 220064  17333],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,19.0,1340.0,14.0,1223.0,1
1615,497032,864691135341014213,[288496 205312  20765],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,30.0,424.0,27.0,385.0,1
1617,372415,864691135616341865,[226544 218432  23740],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,9.0,1997.0,6.0,1776.0,1
1624,172003,864691135762095670,[119296 243760  20848],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,117.0,1179.0,89.0,1041.0,1
1625,166816,864691135753718989,[122000 220592  18062],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,737.0,1534.0,636.0,1382.0,1
1626,673236,864691135474958656,[371712 219248  25438],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,23.0,1592.0,12.0,1200.0,1
1628,238369,864691136056400088,[148528 252240  19578],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,147.0,1191.0,121.0,1068.0,1
1629,534106,864691135748588585,[299520 237840  19272],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,56.0,2046.0,42.0,1900.0,1
1635,433583,864691135360443207,[246688 209440  16939],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,46.0,2383.0,41.0,2144.0,1
1636,303949,864691136685797742,[191408 210976  15586],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,63.0,1713.0,50.0,1568.0,1
1639,235832,864691135373371336,[151728 232256  16672],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,244.0,3344.0,209.0,2993.0,1
1640,236937,864691135349980402,[154800 237424  24312],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,31.0,2784.0,25.0,2497.0,1
1642,170374,864691135945487908,[128544 241392  25713],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,50.0,1441.0,43.0,1161.0,1
1644,166427,864691135556948932,[130336 222640  15984],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,177.0,1213.0,147.0,1050.0,1
1645,169306,864691136816311406,[123280 232672  18840],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,169.0,2112.0,141.0,1883.0,1
1647,200860,864691135135124249,[135888 217616  18474],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,409.0,1664.0,348.0,1439.0,1
1649,593861,864691135135124761,[336896 229744  16126],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,75.0,1088.0,49.0,971.0,1
1653,128777,864691135939399681,[103168 234096  15647],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,5.0,543.0,3.0,477.0,1
1655,270382,864691136617125595,[170688 232432  15352],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,67.0,890.0,52.0,801.0,1
1658,374066,864691135576945925,[219632 234928  21359],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,105.0,1850.0,87.0,1703.0,1
1669,433796,864691136486775058,[246240 216064  18076],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,17.0,1673.0,10.0,1548.0,1
1675,306320,864691135739625876,[193248 232896  17942],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,49.0,2695.0,20.0,2430.0,1
1676,594495,864691135994558890,[330928 239664  20655],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,128.0,1740.0,103.0,1608.0,1
1677,169145,864691134884743418,[128928 232288  18551],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,112.0,1789.0,99.0,1583.0,1
1679,270764,864691135381340658,[176928 227440  16526],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,16.0,1911.0,10.0,1727.0,1
1680,406289,864691136925385802,[238096 239504  24287],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,42.0,1869.0,30.0,1710.0,1
1681,499577,864691135274551525,[294736 219552  23779],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,139.0,3166.0,100.0,2640.0,1
1684,308654,864691135761679926,[183840 244576  20170],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,20.0,1919.0,8.0,1776.0,1
1685,407725,864691135575138334,[236272 244048  19910],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,21.0,1496.0,10.0,1364.0,1
1686,341371,864691136050826483,[208432 233856  17808],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,132.0,3329.0,106.0,2958.0,1
1691,590694,864691136004758218,[342352 200800  20549],2022-06-09 14:30:32.002707,L6,excitatory,5P-PT,205.0,4408.0,161.0,3812.0,1
1692,564023,864691135564675671,[325424 211584  18092],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,174.0,3024.0,152.0,2767.0,1
1693,269082,864691135490468711,[176880 215744  18967],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,34.0,2136.0,25.0,1919.0,1
1694,535143,864691135564896535,[303984 238192  26764],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,29.0,1789.0,16.0,1612.0,1
1695,201051,864691135081630199,[142320 222752  19291],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,146.0,2723.0,119.0,2357.0,1
1696,339286,864691135841044195,[199456 223824  18242],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,133.0,2393.0,118.0,2178.0,1
1699,132811,864691135493985424,[100160 254304  19990],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,26.0,646.0,18.0,486.0,1
1700,169667,864691136031735995,[121776 237312  21742],2022-06-09 14:30:32.002707,L6,excitatory,5P-PT,500.0,4054.0,423.0,3559.0,1
1701,407496,864691135785304772,[243520 243440  18390],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,70.0,1429.0,57.0,1237.0,1
1702,342244,864691135740508779,[200656 240128  23370],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,43.0,2585.0,33.0,2311.0,1
1705,626034,864691135491207775,[350784 242064  23019],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,134.0,1962.0,113.0,1802.0,1
1706,238620,864691135918311600,[152256 257536  21831],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,121.0,1225.0,104.0,1123.0,1
1712,674834,864691135012401654,[361568 230080  20725],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,12.0,396.0,4.0,358.0,1
1715,341762,864691136039676926,[197248 235808  19788],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,68.0,2308.0,50.0,2101.0,1
1720,309396,864691136418902167,[192272 249728  23922],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,62.0,2359.0,38.0,2035.0,1
1721,596581,864691136226974801,[339952 241936  21101],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,44.0,2255.0,24.0,2014.0,1
1735,202514,864691135739581844,[142608 238752  16757],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,112.0,1646.0,91.0,1462.0,1
1742,373199,864691135785252548,[223616 240768  16887],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,47.0,1875.0,30.0,1737.0,1
1747,466030,864691134947435772,[276848 221440  18942],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,96.0,2525.0,80.0,2245.0,1
1748,406167,864691135492721650,[235008 233776  24008],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,163.0,3621.0,131.0,3227.0,1
1751,205116,864691135777159101,[134224 242416  20948],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,49.0,1397.0,36.0,1216.0,1
1752,343041,864691136378749909,[205392 242064  16391],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,17.0,1719.0,8.0,1538.0,1
1756,497052,864691135966064330,[291072 205040  20802],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,23.0,2954.0,14.0,2688.0,1
1758,433598,864691135785265348,[248768 225072  16640],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,48.0,2038.0,36.0,1855.0,1
1782,371794,864691135761548342,[223472 225072  19407],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,89.0,2240.0,69.0,2068.0,1
1797,309755,864691136143837492,[193840 242720  26343],2022-06-09 14:30:32.002707,L6,inhibitory,BC,133.0,2654.0,101.0,2204.0,1
1804,202461,864691136296660251,[133936 238720  16816],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,153.0,2651.0,140.0,2440.0,1
1816,463429,864691135355341775,[271568 200976  17976],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,38.0,1574.0,26.0,1410.0,1
1832,500526,864691135503753458,[278576 235184  18381],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,91.0,1838.0,76.0,1700.0,1
1849,126713,864691135348242135,[101312 214272  20002],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,24.0,1085.0,14.0,968.0,1
1858,621504,864691135722979220,[354016 214464  18792],2022-06-09 14:30:32.002707,L6,inhibitory,BC,2127.0,10341.0,1146.0,9146.0,1
1870,400429,864691135488230714,[233568 205264  16706],2022-06-09 14:30:32.002707,L6,inhibitory,BC,475.0,3219.0,338.0,2915.0,1
1871,498775,864691135478568902,[283712 221056  19241],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,46.0,1824.0,35.0,1681.0,1
1881,532900,864691135213509176,[307616 223152  22570],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,25.0,1375.0,19.0,1273.0,1
1885,408263,864691135951984163,[238864 243712  23912],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,31.0,3662.0,22.0,3290.0,1
1909,565943,864691135373718089,[326944 237792  19665],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,167.0,1461.0,137.0,1343.0,1
1910,624234,864691135182107650,[344560 231888  24244],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,185.0,2085.0,159.0,1893.0,1
1912,268273,864691134947383036,[167840 215776  15800],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,144.0,1983.0,116.0,1639.0,1
1918,167462,864691136056399576,[121040 218480  23769],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,68.0,2726.0,49.0,2388.0,1
1929,302226,864691135918308016,[194896 203696  15936],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,115.0,2390.0,92.0,2059.0,1
1933,674413,864691135776662880,[369120 229344  17682],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,34.0,543.0,23.0,483.0,1
1934,136185,864691136672684423,[102160 261216  19671],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,52.0,349.0,42.0,299.0,1
1935,170352,864691135012875414,[123056 230704  25876],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,242.0,1531.0,187.0,1280.0,1
1936,205207,864691135447809010,[146256 244768  20870],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,22.0,1494.0,13.0,1352.0,1
1937,308619,864691135448931826,[194784 254880  18950],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,143.0,1922.0,128.0,1704.0,1
1938,373319,864691135644562159,[221248 234896  17478],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,62.0,2168.0,45.0,1964.0,1
1940,271983,864691135383111915,[175440 236640  24287],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,169.0,2428.0,131.0,2169.0,1
1941,126781,864691134884754426,[110848 224768  19544],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,578.0,1800.0,477.0,1617.0,1
1942,503156,864691135735068564,[293440 253184  23182],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,245.0,2987.0,214.0,2674.0,1
1945,341738,864691135986930691,[209040 237264  19523],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,134.0,2224.0,112.0,2009.0,1
1946,344319,864691135407581641,[199616 244960  22930],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,236.0,2314.0,217.0,2054.0,1
1948,204602,864691135386369665,[139968 247072  17709],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,189.0,3421.0,150.0,3011.0,1
1949,408508,864691135657797762,[231440 245760  26005],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,90.0,1368.0,79.0,1262.0,1
1950,241137,864691136390370687,[154320 258208  23418],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,110.0,1659.0,93.0,1452.0,1
1951,535073,864691135683340692,[307792 233376  25820],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,36.0,1986.0,25.0,1786.0,1
1954,467707,864691135502473970,[263728 226384  18772],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,50.0,1624.0,41.0,1521.0,1
1955,404387,864691136912254574,[230192 217568  26455],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,23.0,4237.0,13.0,3773.0,1
1956,667964,864691135724230571,[371488 205200  17673],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,6.0,266.0,5.0,240.0,1
1957,594530,864691136371146120,[339440 241136  20660],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,32.0,1087.0,22.0,1020.0,1
1958,711828,864691135952024867,[388512 208064  24014],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,603.0,1962.0,500.0,1699.0,1
1961,341017,864691136922736100,[210016 225760  15910],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,164.0,2516.0,142.0,2182.0,1
1962,593155,864691135683640306,[334032 222880  23529],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,18.0,2569.0,10.0,2349.0,1
1963,342047,864691135468447474,[207104 236032  21423],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,129.0,2225.0,106.0,2004.0,1
1964,270740,864691135837182099,[174432 232368  16882],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,35.0,1942.0,28.0,1763.0,1
1967,376835,864691135382498778,[220960 245424  25912],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,80.0,1726.0,58.0,1558.0,1
1969,464298,864691135345265567,[276480 205632  24015],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,140.0,1795.0,115.0,1485.0,1
1970,435749,864691136273640205,[246640 237536  19381],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,102.0,1751.0,78.0,1591.0,1
1974,500420,864691135866432790,[281232 231904  17339],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,25.0,1548.0,8.0,1409.0,1
1975,438495,864691135341400261,[257600 253552  23097],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,47.0,1387.0,44.0,1249.0,1
1976,376957,864691134964801823,[221648 249632  26852],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,77.0,1776.0,62.0,1577.0,1
1978,271881,864691135194723626,[176016 233024  23451],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,89.0,2709.0,56.0,2372.0,1
1979,306934,864691136594817442,[193120 240928  21105],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,89.0,2668.0,71.0,2387.0,1
1982,403982,864691135472710898,[229408 211616  22695],2022-06-09 14:30:32.002707,L6,inhibitory,MC,27.0,2879.0,18.0,2652.0,1
1983,373944,864691135584091378,[219904 237264  20885],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,22.0,1633.0,14.0,1503.0,1
1984,170004,864691135515910867,[130800 236880  23676],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,208.0,1735.0,182.0,1449.0,1
1986,403685,864691136194310614,[236848 210592  21012],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,24.0,2129.0,16.0,1928.0,1
1987,562740,864691135373678409,[314192 200816  21508],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,61.0,1700.0,52.0,1554.0,1
1988,590094,864691136136573565,[337680 208608  15951],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,55.0,2156.0,45.0,1868.0,1
1989,373940,864691135841248227,[219440 230448  20564],2022-06-09 14:30:32.002707,L6,excitatory,5P-PT,4351.0,5173.0,3138.0,4189.0,1
