,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count,DONE_labels
428,607261,864691135925929230,[351680  85024  23065],2022-06-09 14:30:32.002707,L1,inhibitory,BPC,108.0,1770.0,86.0,1616.0,1
429,419900,864691136923107556,[250432  88448  27181],2022-06-09 14:30:32.002707,L1,excitatory,23P,1296.0,18536.0,808.0,15657.0,1
434,516431,864691136535424418,[298992 103872  15258],2022-06-09 14:30:32.002707,L1,excitatory,23P,107.0,3843.0,90.0,3554.0,1
435,104211,864691135560516833,[106224 103968  16013],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,22.0,2522.0,15.0,2270.0,1
436,61636,864691136388577808,[ 83872 109312  19995],2022-06-09 14:30:32.002707,L1,inhibitory,23P,36.0,766.0,32.0,733.0,1
437,580884,864691135730108857,[344064 101904  19268],2022-06-09 14:30:32.002707,L1,excitatory,23P,115.0,4460.0,88.0,4096.0,1
439,357991,864691135064994884,[216608  97504  22602],2022-06-09 14:30:32.002707,L1,inhibitory,23P,996.0,3244.0,800.0,2955.0,1
440,452793,864691135117821405,[272528  95792  23689],2022-06-09 14:30:32.002707,L1,excitatory,23P,20.0,3555.0,14.0,3298.0,1
455,151933,864691135815495247,[122976  98688  20918],2022-06-09 14:30:32.002707,L1,excitatory,NGC,84.0,1417.0,74.0,1339.0,1
457,580521,864691135939324929,[337808  91072  26899],2022-06-09 14:30:32.002707,L1,excitatory,23P,29.0,3192.0,23.0,2788.0,1
461,420058,864691136740430172,[246448  95856  15873],2022-06-09 14:30:32.002707,L1,excitatory,23P,66.0,2183.0,54.0,2007.0,1
463,221608,864691135373860296,[161520 100080  23656],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,671.0,4137.0,618.0,3830.0,1
476,388977,864691135382462938,[240000  98176  16079],2022-06-09 14:30:32.002707,L1,excitatory,23P,92.0,4642.0,82.0,4091.0,1
489,187384,864691136175037446,[136032 108432  20692],2022-06-09 14:30:32.002707,L1,excitatory,23P,123.0,3450.0,100.0,3184.0,1
495,482103,864691136020300792,[285840  91200  15298],2022-06-09 14:30:32.002707,L1,inhibitory,4P,40.0,952.0,30.0,917.0,1
506,220947,864691135939393281,[153504 103072  18810],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,196.0,2702.0,180.0,2527.0,1
522,220771,864691135724605867,[147856 105904  17099],2022-06-09 14:30:32.002707,L1,excitatory,23P,69.0,4250.0,58.0,3782.0,1
527,388888,864691136023254664,[244560  97600  15360],2022-06-09 14:30:32.002707,L1,excitatory,23P,9.0,2611.0,7.0,2392.0,1
529,389894,864691135776966496,[236160  98016  25919],2022-06-09 14:30:32.002707,L1,excitatory,23P,75.0,1890.0,64.0,1799.0,1
541,484837,864691135884221040,[281840  93040  24839],2022-06-09 14:30:32.002707,L1,excitatory,23P,71.0,5243.0,51.0,4749.0,1
543,221789,864691135012479222,[147552 103856  26795],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,176.0,1616.0,157.0,1441.0,1
545,607279,864691135607082467,[358736  83280  23022],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,22.0,3301.0,17.0,3077.0,1
556,452294,864691135687092192,[277136 103184  17662],2022-06-09 14:30:32.002707,L1,excitatory,23P,116.0,3103.0,106.0,2884.0,1
558,291567,864691135730115001,[192688  99696  24628],2022-06-09 14:30:32.002707,L1,inhibitory,BPC,14.0,2836.0,10.0,2574.0,1
578,64011,864691136296685339,[ 92688 111024  19160],2022-06-09 14:30:32.002707,L1,inhibitory,MC,144.0,1751.0,120.0,1647.0,1
582,389164,864691135590313739,[241840 102208  17633],2022-06-09 14:30:32.002707,L1,excitatory,23P,150.0,5258.0,128.0,4742.0,1
598,221213,864691136056371928,[152784 101840  23274],2022-06-09 14:30:32.002707,L1,excitatory,23P,56.0,3161.0,51.0,2969.0,1
616,221290,864691135945481508,[147856 106560  23553],2022-06-09 14:30:32.002707,L1,excitatory,23P,140.0,3750.0,130.0,3407.0,1
622,187621,864691136287412887,[138528  99664  23824],2022-06-09 14:30:32.002707,L1,inhibitory,MC,67.0,5029.0,54.0,4592.0,1
628,290034,864691135565062487,[190816  93152  25893],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,999.0,2503.0,731.0,2137.0,1
642,551735,864691136056392664,[326656 104976  18459],2022-06-09 14:30:32.002707,L1,inhibitory,BC,43.0,8609.0,22.0,7804.0,1
643,325031,864691135415450810,[203824 100144  27003],2022-06-09 14:30:32.002707,L1,excitatory,23P,45.0,2505.0,33.0,2342.0,1
661,420264,864691135303184551,[256464 100832  17660],2022-06-09 14:30:32.002707,L1,excitatory,23P,172.0,6388.0,149.0,5749.0,1
662,220963,864691135323231900,[156656 103664  19164],2022-06-09 14:30:32.002707,L1,excitatory,23P,37.0,2650.0,33.0,2518.0,1
664,639150,864691135807206173,[362208 103040  18390],2022-06-09 14:30:32.002707,L1,excitatory,23P,15.0,2079.0,9.0,1839.0,1
669,580649,864691136903033522,[342672 109552  15670],2022-06-09 14:30:32.002707,L1,excitatory,23P,11.0,2752.0,7.0,2549.0,1
672,106334,864691135952027683,[105424 110768  16246],2022-06-09 14:30:32.002707,L1,inhibitory,BC,105.0,3267.0,86.0,2955.0,1
689,449922,864691136175009798,[262688  84752  15922],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,67.0,1963.0,53.0,1822.0,1
691,516671,864691136008427436,[300784 105792  18395],2022-06-09 14:30:32.002707,L1,excitatory,23P,186.0,5970.0,156.0,5414.0,1
694,512106,864691136388580880,[310768  93536  15766],2022-06-09 14:30:32.002707,L1,inhibitory,23P,45.0,1394.0,27.0,1324.0,1
696,450227,864691134884773882,[274224  92176  19307],2022-06-09 14:30:32.002707,L1,excitatory,23P,293.0,1562.0,253.0,1458.0,1
700,581052,864691135207936377,[341456  97360  21330],2022-06-09 14:30:32.002707,L1,excitatory,23P,68.0,7854.0,55.0,6931.0,1
703,450484,864691135751841672,[264736  92512  20549],2022-06-09 14:30:32.002707,L1,excitatory,23P,601.0,3363.0,536.0,3050.0,1
710,451906,864691135777580989,[267840  93584  26140],2022-06-09 14:30:32.002707,L1,excitatory,23P,2675.0,18116.0,1563.0,14247.0,1
719,152479,864691135781207376,[119968 111184  26755],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,33.0,2134.0,29.0,1899.0,1
722,419819,864691135758921806,[256784  90960  24985],2022-06-09 14:30:32.002707,L1,excitatory,23P,41.0,2757.0,36.0,2574.0,1
725,580406,864691135137035412,[343952  81664  25043],2022-06-09 14:30:32.002707,L1,excitatory,23P,49.0,1921.0,45.0,1829.0,1
734,255246,864691135122575655,[168272  97360  22766],2022-06-09 14:30:32.002707,L1,inhibitory,BPC,16.0,1993.0,11.0,1851.0,1
754,419829,864691136966115534,[259200  91216  25559],2022-06-09 14:30:32.002707,L1,excitatory,23P,137.0,3200.0,124.0,2913.0,1
756,186967,864691136837374436,[140256 102800  15592],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,679.0,2050.0,601.0,1925.0,1
765,290905,864691136911628017,[188784 101440  18137],2022-06-09 14:30:32.002707,L1,excitatory,23P,84.0,3368.0,75.0,3129.0,1
766,221168,864691135692942271,[161008 100080  21990],2022-06-09 14:30:32.002707,L1,inhibitory,BC,2375.0,5743.0,1389.0,5198.0,1
774,290676,864691135945696804,[187968 104368  16019],2022-06-09 14:30:32.002707,L1,excitatory,23P,154.0,5284.0,121.0,4745.0,1
810,105092,864691135740207979,[109952 104176  23198],2022-06-09 14:30:32.002707,L1,inhibitory,BPC,10.0,1079.0,5.0,976.0,1
814,419661,864691136390383743,[249824  82864  23832],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,138.0,567.0,125.0,522.0,1
818,356782,864691135567719404,[217152  93504  22305],2022-06-09 14:30:32.002707,L1,excitatory,23P,171.0,3152.0,158.0,2976.0,1
819,452178,864691135865921669,[264688  99008  16531],2022-06-09 14:30:32.002707,L1,excitatory,23P,59.0,4080.0,44.0,3739.0,1
830,580901,864691135865574533,[331184 100272  19862],2022-06-09 14:30:32.002707,L1,excitatory,23P,155.0,5355.0,126.0,4941.0,1
834,580416,864691135815878735,[328128  87696  26097],2022-06-09 14:30:32.002707,L1,excitatory,23P,43.0,2138.0,31.0,2044.0,1
846,450098,864691136662193886,[270528  90336  18247],2022-06-09 14:30:32.002707,L1,inhibitory,MC,80.0,3106.0,68.0,2941.0,1
849,325047,864691135892920286,[208016  98592  27149],2022-06-09 14:30:32.002707,L1,inhibitory,BPC,208.0,1683.0,172.0,1535.0,1
855,255269,864691135609678599,[174144 103072  22664],2022-06-09 14:30:32.002707,L1,excitatory,23P,341.0,4614.0,277.0,3986.0,1
860,187245,864691136143378484,[144240  97632  18823],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,214.0,2936.0,191.0,2710.0,1
861,60464,864691136144835991,[ 81856 105056  17313],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,10.0,1354.0,6.0,1274.0,1
871,187118,864691136065289880,[138160  99632  17951],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,462.0,2530.0,413.0,2367.0,1
872,220776,864691136965761742,[149408 104528  17225],2022-06-09 14:30:32.002707,L1,inhibitory,BPC,1375.0,2217.0,852.0,1958.0,1
888,358477,864691135468413266,[215616 100384  27205],2022-06-09 14:30:32.002707,L1,inhibitory,BPC,12.0,1097.0,11.0,995.0,1
910,387424,864691136020710392,[236480  93456  18664],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,23.0,2884.0,17.0,2782.0,1
912,187490,864691135065030980,[145088 103488  21154],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,333.0,2080.0,303.0,1956.0,1
936,290725,864691135569091718,[187136  99440  16959],2022-06-09 14:30:32.002707,L1,excitatory,23P,132.0,3218.0,103.0,2919.0,1
948,687208,864691135510892240,[376864  87248  23877],2022-06-09 14:30:32.002707,L1,excitatory,23P,32.0,3549.0,23.0,3079.0,1
953,686927,864691135474644288,[383616  94112  22472],2022-06-09 14:30:32.002707,L1,excitatory,23P,84.0,1199.0,71.0,1118.0,1
960,607434,864691136521580177,[346960  89600  25072],2022-06-09 14:30:32.002707,L1,excitatory,23P,25.0,2659.0,22.0,2546.0,1
961,485653,864691136602101713,[281408 101264  21371],2022-06-09 14:30:32.002707,L1,excitatory,23P,20.0,3055.0,14.0,2874.0,1
966,608076,864691136050838515,[357456 101120  17828],2022-06-09 14:30:32.002707,L1,excitatory,23P,33.0,2906.0,30.0,2622.0,1
967,552022,864691135841357539,[326448  98208  22361],2022-06-09 14:30:32.002707,L1,excitatory,23P,34.0,5523.0,26.0,5075.0,1
985,485406,864691136328915178,[287024 101984  18059],2022-06-09 14:30:32.002707,L1,inhibitory,BPC,36.0,1800.0,28.0,1637.0,1
991,389434,864691135937851957,[236272  96400  21383],2022-06-09 14:30:32.002707,L1,excitatory,23P,323.0,7674.0,271.0,6809.0,1
996,638063,864691136314325852,[362528  96384  16865],2022-06-09 14:30:32.002707,L1,inhibitory,NGC,21.0,1058.0,10.0,985.0,1
1002,687122,864691136008469420,[380656  90048  23258],2022-06-09 14:30:32.002707,L1,excitatory,23P,69.0,2206.0,60.0,2046.0,1
1004,323811,864691135941125748,[203104  99552  16212],2022-06-09 14:30:32.002707,L1,inhibitory,MC,40.0,2580.0,37.0,2193.0,1
1005,551331,864691135740624235,[323200 108128  16328],2022-06-09 14:30:32.002707,L1,excitatory,23P,17.0,3884.0,11.0,3567.0,1
1007,486025,864691135407299273,[291248  95968  25646],2022-06-09 14:30:32.002707,L1,excitatory,23P,132.0,4372.0,108.0,3967.0,1
1008,581683,864691136451406335,[336048 113536  15208],2022-06-09 14:30:32.002707,L1,excitatory,23P,18.0,2299.0,8.0,2153.0,1
1064,389183,864691136951571167,[231008 101696  18199],2022-06-09 14:30:32.002707,L1,excitatory,23P,92.0,4373.0,72.0,3883.0,1
1117,485268,864691135740212843,[287872  99312  17162],2022-06-09 14:30:32.002707,L1,excitatory,23P,271.0,5516.0,230.0,4979.0,1
1127,607243,864691135915172966,[356528  85248  21923],2022-06-09 14:30:32.002707,L1,excitatory,23P,24.0,988.0,20.0,943.0,1
1133,419728,864691136388699255,[248832  85568  24528],2022-06-09 14:30:32.002707,L1,excitatory,23P,472.0,4293.0,394.0,3766.0,1
1164,152641,864691135113613209,[128576 107632  27252],2022-06-09 14:30:32.002707,L1,excitatory,23P,659.0,2172.0,486.0,1909.0,1
1220,105059,864691135855653166,[ 98592 108304  22814],2022-06-09 14:30:32.002707,L1,excitatory,23P,8.0,606.0,7.0,548.0,1
